Column,Data Type,Unique Values,Missing %,Is Constant,Is Near Constant,Dominant Value,Dominant Fraction,Is Duplicate Column,Zero Variance,All Zeros,High Cardinality,Infinite Value Count,Unexpected Negative Count,Quality Flags,Quality Score
rmax,float64,871,0.0,False,False,100.0,0.0721,False,False,False,False,0,0,PASS,PASS
sph,float64,1417,0.0,False,False,0.0070799998939037,0.0024,False,False,False,False,0,0,PASS,PASS
vs,float64,135,0.0,False,False,2.6,0.0406,False,False,False,False,0,0,PASS,PASS
th,float64,361,0.0,False,False,315.0,0.0092,False,False,False,False,0,0,PASS,PASS
srad,float64,3284,0.0,False,False,358.6000061035156,0.0015,False,False,False,False,0,0,PASS,PASS
etr,float64,214,0.0,False,False,7.6,0.0143,False,False,False,False,0,0,PASS,PASS
fm100,float64,253,0.0,False,False,6.9,0.0133,False,False,False,False,0,0,PASS,PASS
fm1000,float64,284,0.0,False,False,8.5,0.0125,False,False,False,False,0,0,PASS,PASS
bi,float64,127,0.0,False,False,0.0,0.0819,False,False,False,False,0,0,PASS,PASS
vpd,float64,579,0.0,False,False,1.3,0.005,False,False,False,False,0,0,PASS,PASS
erc,float64,114,0.0,False,False,61.0,0.0193,False,False,False,False,0,0,PASS,PASS
pr_5D_mean,float64,758,0.0,False,False,0.0,0.7699,False,False,False,False,0,0,PASS,PASS
tmmn_5D_mean,float64,3339,0.0,False,False,285.06,0.002,False,False,False,False,0,0,PASS,PASS
tmmx_5D_mean,float64,3832,0.0,False,False,303.06,0.0014,False,False,False,False,0,0,PASS,PASS
rmin_5D_mean,float64,763,0.0,False,False,18.5,0.0045,False,False,False,False,0,0,PASS,PASS
rmax_5D_mean,float64,832,0.0,False,False,100.0,0.0113,False,False,False,False,0,0,PASS,PASS
sph_5D_mean,float64,9894,0.0,False,False,0.007158,0.0007,False,False,False,False,0,0,PASS,PASS
vs_5D_mean,float64,455,0.0,False,False,2.88,0.0105,False,False,False,False,0,0,PASS,PASS
th_5D_mean,float64,1627,0.0,False,False,306.6,0.0019,False,False,False,False,0,0,PASS,PASS
srad_5D_mean,float64,18684,0.0,False,False,353.56,0.0004,False,False,False,False,0,0,PASS,PASS
etr_5D_mean,float64,830,0.0,False,False,7.94,0.0036,False,False,False,False,0,0,PASS,PASS
fm100_5D_mean,float64,243,0.0,False,False,7.1,0.0134,False,False,False,False,0,0,PASS,PASS
fm1000_5D_mean,float64,282,0.0,False,False,9.1,0.013,False,False,False,False,0,0,PASS,PASS
bi_5D_mean,float64,524,0.0,False,False,49.2,0.0056,False,False,False,False,0,0,PASS,PASS
vpd_5D_mean,float64,552,0.0,False,False,1.2,0.0051,False,False,False,False,0,0,PASS,PASS
erc_5D_mean,float64,546,0.0,False,False,59.8,0.0044,False,False,False,False,0,0,PASS,PASS
pr_5D_min,float64,41,0.0,False,True,0.0,0.9968,False,False,False,False,0,0,NEAR_CONSTANT(99.7%),REVIEW
pr_5D_max,float64,579,0.0,False,False,0.0,0.7699,False,False,False,False,0,0,PASS,PASS
tmmn_5D_max,float64,397,0.0,False,False,287.0,0.0089,False,False,False,False,0,0,PASS,PASS
tmmx_5D_max,float64,438,0.0,False,False,309.1,0.0064,False,False,False,False,0,0,PASS,PASS
rmin_5D_min,float64,676,0.0,False,False,1.0,0.0177,False,False,False,False,0,0,PASS,PASS
rmax_5D_min,float64,892,0.0,False,False,100.0,0.0109,False,False,False,False,0,0,PASS,PASS
sph_5D_min,float64,1276,0.0,False,False,0.00568,0.0024,False,False,False,False,0,0,PASS,PASS
vs_5D_max,float64,141,0.0,False,False,3.4,0.0321,False,False,False,False,0,0,PASS,PASS
th_5D_max,float64,348,0.0,False,False,319.0,0.0144,False,False,False,False,0,0,PASS,PASS
srad_5D_max,float64,2903,0.0,False,False,354.1,0.002,False,False,False,False,0,0,PASS,PASS
etr_5D_max,float64,221,0.0,False,False,9.6,0.0149,False,False,False,False,0,0,PASS,PASS
fm100_5D_min,float64,227,0.0,False,False,6.6,0.0174,False,False,False,False,0,0,PASS,PASS
fm1000_5D_min,float64,273,0.0,False,False,7.7,0.0131,False,False,False,False,0,0,PASS,PASS
bi_5D_max,float64,136,0.0,False,False,52.0,0.0254,False,False,False,False,0,0,PASS,PASS
vpd_5D_max,float64,624,0.0,False,False,1.89,0.0043,False,False,False,False,0,0,PASS,PASS
erc_5D_max,float64,115,0.0,False,False,75.0,0.0215,False,False,False,False,0,0,PASS,PASS
tmmn_Percentile,object,1,0.0,True,False,,0.0,True,False,False,False,0,0,CONSTANT; DUPLICATE,REVIEW
tmmx_Percentile,object,1,0.0,True,False,,0.0,True,False,False,False,0,0,CONSTANT; DUPLICATE,REVIEW
sph_Percentile,object,6,0.0,False,False,10-30%,0.2044,False,False,False,False,0,0,PASS,PASS
vs_Percentile,object,6,0.2201,False,False,10-30%,0.21,False,False,False,False,0,0,PASS,PASS
fm100_Percentile,object,6,0.0138,False,False,10-30%,0.2528,False,False,False,False,0,0,PASS,PASS
bi_Percentile,object,6,0.0865,False,False,70-90%,0.2437,False,False,False,False,0,0,PASS,PASS
vpd_Percentile,object,12,0.1238,False,False,50-70%,0.1884,False,False,False,False,0,0,PASS,PASS
erc_Percentile,object,6,0.0884,False,False,>90%,0.2713,False,False,False,False,0,0,PASS,PASS
NDVI-1day,float64,113,2.3309,False,False,0.33,0.0225,False,False,False,False,0,179,NEG(179),REVIEW
NDVI_min,object,38690,0.0,False,False,'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan',0.0019,False,False,False,True,0,0,HIGH_CARD(38690),REVIEW
NDVI_max,object,38691,0.0,False,False,'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan',0.0019,False,False,False,True,0,0,HIGH_CARD(38691),REVIEW
NDVI_mean,object,38691,0.0,False,False,'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan' 'nan',0.0019,False,False,False,True,0,0,HIGH_CARD(38691),REVIEW
CheatGrass,float64,43,27.2145,False,False,255.0,0.8503,False,False,False,False,0,0,PASS,PASS
ExoticAnnualGrass,float64,51,27.2145,False,False,255.0,0.8503,False,False,False,False,0,0,PASS,PASS
Medusahead,float64,27,27.2145,False,False,255.0,0.8503,False,False,False,False,0,0,PASS,PASS
PoaSecunda,float64,20,27.2145,False,False,255.0,0.8503,False,False,False,False,0,0,PASS,PASS
geometry,float64,0,100.0,True,False,,0.0,True,False,False,False,0,0,CONSTANT; DUPLICATE,REVIEW
source_year,int64,7,0.0,False,False,2017,0.1874,True,False,False,False,0,0,DUPLICATE,REVIEW
